Year,name,value,reactor
2010,Electricity Supplied (GWh),2467.35,NOVOVORONEZH-3
2011,Reference Unit Power (MWe),385,NOVOVORONEZH-3
2011,Annual Time Online (Hours),7739,NOVOVORONEZH-3
2011,Electricity Supplied (GWh),2971.24,NOVOVORONEZH-3
2012,Reference Unit Power (MWe),385,NOVOVORONEZH-3
2012,Annual Time Online (Hours),6476,NOVOVORONEZH-3
2012,Electricity Supplied (GWh),2486.31,NOVOVORONEZH-3
2013,Reference Unit Power (MWe),385,NOVOVORONEZH-3
2013,Annual Time Online (Hours),7556,NOVOVORONEZH-3
2013,Electricity Supplied (GWh),2893.48,NOVOVORONEZH-3
2014,Reference Unit Power (MWe),385,NOVOVORONEZH-3
2014,Annual Time Online (Hours),8021,NOVOVORONEZH-3
2014,Electricity Supplied (GWh),3071.18,NOVOVORONEZH-3
2015,Reference Unit Power (MWe),385,NOVOVORONEZH-3
2015,Annual Time Online (Hours),8030,NOVOVORONEZH-3
2015,Electricity Supplied (GWh),3051.74,NOVOVORONEZH-3
2016,Reference Unit Power (MWe),385,NOVOVORONEZH-3
2016,Annual Time Online (Hours),7965,NOVOVORONEZH-3
2016,Electricity Supplied (GWh),2977.64,NOVOVORONEZH-3
2016,Reference Unit Power (MWe),1114,NOVOVORONEZH 2-1
2016,Annual Time Online (Hours),1528,NOVOVORONEZH 2-1
2016,Electricity Supplied (GWh),873.28,NOVOVORONEZH 2-1
2017,Reference Unit Power (MWe),1114,NOVOVORONEZH 2-1
2017,Annual Time Online (Hours),6226,NOVOVORONEZH 2-1
2017,Electricity Supplied (GWh),5620.47,NOVOVORONEZH 2-1
2018,Reference Unit Power (MWe),1114,NOVOVORONEZH 2-1
2018,Annual Time Online (Hours),7378,NOVOVORONEZH 2-1
2018,Electricity Supplied (GWh),7746.87,NOVOVORONEZH 2-1
2019,Reference Unit Power (MWe),1100,NOVOVORONEZH 2-1
2019,Annual Time Online (Hours),6885,NOVOVORONEZH 2-1
2019,Electricity Supplied (GWh),7186.3,NOVOVORONEZH 2-1
2020,Reference Unit Power (MWe),1100,NOVOVORONEZH 2-1
2020,Annual Time Online (Hours),7465,NOVOVORONEZH 2-1
2020,Electricity Supplied (GWh),7602.46,NOVOVORONEZH 2-1
2021,Reference Unit Power (MWe),1100,NOVOVORONEZH 2-1
2021,Annual Time Online (Hours),6953,NOVOVORONEZH 2-1
2021,Electricity Supplied (GWh),7523.13,NOVOVORONEZH 2-1
2022,Reference Unit Power (MWe),1100,NOVOVORONEZH 2-1
2022,Annual Time Online (Hours),7279,NOVOVORONEZH 2-1
2022,Electricity Supplied (GWh),7558.04,NOVOVORONEZH 2-1
2023,Reference Unit Power (MWe),1100,NOVOVORONEZH 2-1
2023,Annual Time Online (Hours),6677,NOVOVORONEZH 2-1
2023,Electricity Supplied (GWh),6950.51,NOVOVORONEZH 2-1
2019,Reference Unit Power (MWe),1101,NOVOVORONEZH 2-2
2019,Annual Time Online (Hours),4222,NOVOVORONEZH 2-2
2019,Electricity Supplied (GWh),3557.06,NOVOVORONEZH 2-2
2020,Reference Unit Power (MWe),1101,NOVOVORONEZH 2-2
2020,Annual Time Online (Hours),7367,NOVOVORONEZH 2-2
2020,Electricity Supplied (GWh),7602.61,NOVOVORONEZH 2-2
2021,Reference Unit Power (MWe),1101,NOVOVORONEZH 2-2
2021,Annual Time Online (Hours),6953,NOVOVORONEZH 2-2
2021,Electricity Supplied (GWh),7348.32,NOVOVORONEZH 2-2
2022,Reference Unit Power (MWe),1101,NOVOVORONEZH 2-2
2022,Annual Time Online (Hours),7368,NOVOVORONEZH 2-2
2022,Electricity Supplied (GWh),7875.32,NOVOVORONEZH 2-2
2023,Reference Unit Power (MWe),1101,NOVOVORONEZH 2-2
2023,Annual Time Online (Hours),7767,NOVOVORONEZH 2-2
2023,Electricity Supplied (GWh),8377.15,NOVOVORONEZH 2-2
2019,Reference Unit Power (MWe),32,AKADEMIK LOMONOSOV-1
2019,Annual Time Online (Hours),312,AKADEMIK LOMONOSOV-1
2019,Electricity Supplied (GWh),0.68,AKADEMIK LOMONOSOV-1
2020,Reference Unit Power (MWe),32,AKADEMIK LOMONOSOV-1
2020,Annual Time Online (Hours),5138,AKADEMIK LOMONOSOV-1
2020,Electricity Supplied (GWh),64.93,AKADEMIK LOMONOSOV-1
2021,Reference Unit Power (MWe),32,AKADEMIK LOMONOSOV-1
2021,Annual Time Online (Hours),7104,AKADEMIK LOMONOSOV-1
2021,Electricity Supplied (GWh),125.26,AKADEMIK LOMONOSOV-1
2022,Reference Unit Power (MWe),32,AKADEMIK LOMONOSOV-1
2022,Annual Time Online (Hours),6367,AKADEMIK LOMONOSOV-1
2022,Electricity Supplied (GWh),74.13,AKADEMIK LOMONOSOV-1
2023,Reference Unit Power (MWe),32,AKADEMIK LOMONOSOV-1
2023,Annual Time Online (Hours),5143,AKADEMIK LOMONOSOV-1
2023,Electricity Supplied (GWh),74.63,AKADEMIK LOMONOSOV-1
2019,Reference Unit Power (MWe),32,AKADEMIK LOMONOSOV-2
2019,Annual Time Online (Hours),312,AKADEMIK LOMONOSOV-2
2019,Electricity Supplied (GWh),2.12,AKADEMIK LOMONOSOV-2
2020,Reference Unit Power (MWe),32,AKADEMIK LOMONOSOV-2
2020,Annual Time Online (Hours),3942,AKADEMIK LOMONOSOV-2
2020,Electricity Supplied (GWh),51.44,AKADEMIK LOMONOSOV-2
2021,Reference Unit Power (MWe),32,AKADEMIK LOMONOSOV-2
2021,Annual Time Online (Hours),2265,AKADEMIK LOMONOSOV-2
2021,Electricity Supplied (GWh),50.36,AKADEMIK LOMONOSOV-2
2022,Reference Unit Power (MWe),32,AKADEMIK LOMONOSOV-2
2022,Annual Time Online (Hours),6956,AKADEMIK LOMONOSOV-2
2022,Electricity Supplied (GWh),85.48,AKADEMIK LOMONOSOV-2
2023,Reference Unit Power (MWe),32,AKADEMIK LOMONOSOV-2
2023,Annual Time Online (Hours),7793,AKADEMIK LOMONOSOV-2
2023,Electricity Supplied (GWh),121.54,AKADEMIK LOMONOSOV-2
1982,Reference Unit Power (MWe),925,SMOLENSK-1
1982,Annual Time Online (Hours),528,SMOLENSK-1
1982,Electricity Supplied (GWh),193.7,SMOLENSK-1
1983,Reference Unit Power (MWe),925,SMOLENSK-1
1983,Annual Time Online (Hours),7223,SMOLENSK-1
1983,Electricity Supplied (GWh),4744.2,SMOLENSK-1
1984,Reference Unit Power (MWe),925,SMOLENSK-1
1984,Annual Time Online (Hours),7830,SMOLENSK-1
1984,Electricity Supplied (GWh),6921.35,SMOLENSK-1
1985,Reference Unit Power (MWe),925,SMOLENSK-1
1985,Annual Time Online (Hours),6806,SMOLENSK-1
1985,Electricity Supplied (GWh),5850.24,SMOLENSK-1
1986,Reference Unit Power (MWe),925,SMOLENSK-1
1986,Annual Time Online (Hours),3472,SMOLENSK-1
1986,Electricity Supplied (GWh),3039.75,SMOLENSK-1
1987,Reference Unit Power (MWe),1000,SMOLENSK-1
1987,Annual Time Online (Hours),7620,SMOLENSK-1
1987,Electricity Supplied (GWh),7445.76,SMOLENSK-1
1988,Reference Unit Power (MWe),925,SMOLENSK-1
1988,Annual Time Online (Hours),7288,SMOLENSK-1
1988,Electricity Supplied (GWh),6695.59,SMOLENSK-1
1989,Reference Unit Power (MWe),925,SMOLENSK-1
1989,Annual Time Online (Hours),7177,SMOLENSK-1
1989,Electricity Supplied (GWh),6506.46,SMOLENSK-1
1990,Reference Unit Power (MWe),925,SMOLENSK-1
1990,Annual Time Online (Hours),6851,SMOLENSK-1
1990,Electricity Supplied (GWh),6227.84,SMOLENSK-1
1991,Reference Unit Power (MWe),925,SMOLENSK-1
1991,Annual Time Online (Hours),7252,SMOLENSK-1
1991,Electricity Supplied (GWh),6693.92,SMOLENSK-1
1992,Reference Unit Power (MWe),925,SMOLENSK-1
1992,Annual Time Online (Hours),7563,SMOLENSK-1
1992,Electricity Supplied (GWh),6849.38,SMOLENSK-1
1993,Reference Unit Power (MWe),925,SMOLENSK-1
1993,Annual Time Online (Hours),6993,SMOLENSK-1
1993,Electricity Supplied (GWh),6290.56,SMOLENSK-1
1994,Reference Unit Power (MWe),925,SMOLENSK-1
1994,Annual Time Online (Hours),6286,SMOLENSK-1
1994,Electricity Supplied (GWh),4217.84,SMOLENSK-1
1995,Reference Unit Power (MWe),925,SMOLENSK-1
1995,Annual Time Online (Hours),6390,SMOLENSK-1
1995,Electricity Supplied (GWh),5002.47,SMOLENSK-1
1996,Reference Unit Power (MWe),925,SMOLENSK-1
1996,Annual Time Online (Hours),6604,SMOLENSK-1
1996,Electricity Supplied (GWh),5666.43,SMOLENSK-1
1997,Reference Unit Power (MWe),925,SMOLENSK-1
1997,Annual Time Online (Hours),5366,SMOLENSK-1
1997,Electricity Supplied (GWh),4674.51,SMOLENSK-1
1998,Reference Unit Power (MWe),925,SMOLENSK-1
1998,Annual Time Online (Hours),5411,SMOLENSK-1
1998,Electricity Supplied (GWh),3554.08,SMOLENSK-1
1999,Reference Unit Power (MWe),925,SMOLENSK-1
1999,Annual Time Online (Hours),7417,SMOLENSK-1
1999,Electricity Supplied (GWh),6478.89,SMOLENSK-1
2000,Reference Unit Power (MWe),925,SMOLENSK-1
2000,Annual Time Online (Hours),5738,SMOLENSK-1
2000,Electricity Supplied (GWh),5228.48,SMOLENSK-1
2001,Reference Unit Power (MWe),925,SMOLENSK-1
2001,Annual Time Online (Hours),5940,SMOLENSK-1
2001,Electricity Supplied (GWh),5165.12,SMOLENSK-1
2002,Reference Unit Power (MWe),925,SMOLENSK-1
2002,Annual Time Online (Hours),7587,SMOLENSK-1
2002,Electricity Supplied (GWh),6866.73,SMOLENSK-1
2003,Reference Unit Power (MWe),925,SMOLENSK-1
2003,Annual Time Online (Hours),7533,SMOLENSK-1
2003,Electricity Supplied (GWh),6711.76,SMOLENSK-1
2004,Reference Unit Power (MWe),925,SMOLENSK-1
2004,Annual Time Online (Hours),2592,SMOLENSK-1
2004,Electricity Supplied (GWh),2337.12,SMOLENSK-1
2005,Reference Unit Power (MWe),925,SMOLENSK-1
2005,Annual Time Online (Hours),8414,SMOLENSK-1
2005,Electricity Supplied (GWh),7354.1,SMOLENSK-1
2006,Reference Unit Power (MWe),925,SMOLENSK-1
2006,Annual Time Online (Hours),6021,SMOLENSK-1
2006,Electricity Supplied (GWh),5417.08,SMOLENSK-1
2007,Reference Unit Power (MWe),925,SMOLENSK-1
2007,Annual Time Online (Hours),7138,SMOLENSK-1
2007,Electricity Supplied (GWh),6569.65,SMOLENSK-1
2008,Reference Unit Power (MWe),925,SMOLENSK-1
2008,Annual Time Online (Hours),8430,SMOLENSK-1
2008,Electricity Supplied (GWh),7794.93,SMOLENSK-1
2009,Reference Unit Power (MWe),925,SMOLENSK-1
2009,Annual Time Online (Hours),6974,SMOLENSK-1
2009,Electricity Supplied (GWh),6122.29,SMOLENSK-1
2010,Reference Unit Power (MWe),925,SMOLENSK-1
2010,Annual Time Online (Hours),5424,SMOLENSK-1
2010,Electricity Supplied (GWh),4896.26,SMOLENSK-1
2011,Reference Unit Power (MWe),925,SMOLENSK-1
2011,Annual Time Online (Hours),5899,SMOLENSK-1
2011,Electricity Supplied (GWh),5444.54,SMOLENSK-1
2012,Reference Unit Power (MWe),925,SMOLENSK-1
2012,Annual Time Online (Hours),6741,SMOLENSK-1
2012,Electricity Supplied (GWh),6306.76,SMOLENSK-1
2013,Reference Unit Power (MWe),925,SMOLENSK-1
2013,Annual Time Online (Hours),8267,SMOLENSK-1
2013,Electricity Supplied (GWh),7775.27,SMOLENSK-1
2014,Reference Unit Power (MWe),925,SMOLENSK-1
2014,Annual Time Online (Hours),7691,SMOLENSK-1
2014,Electricity Supplied (GWh),7330.99,SMOLENSK-1
2015,Reference Unit Power (MWe),925,SMOLENSK-1
2015,Annual Time Online (Hours),7394,SMOLENSK-1
2015,Electricity Supplied (GWh),7050.99,SMOLENSK-1
2016,Reference Unit Power (MWe),925,SMOLENSK-1
2016,Annual Time Online (Hours),7003,SMOLENSK-1
2016,Electricity Supplied (GWh),6746.07,SMOLENSK-1
2017,Reference Unit Power (MWe),925,SMOLENSK-1
2017,Annual Time Online (Hours),7720,SMOLENSK-1
2017,Electricity Supplied (GWh),6710.68,SMOLENSK-1
2018,Reference Unit Power (MWe),925,SMOLENSK-1
2018,Annual Time Online (Hours),7256,SMOLENSK-1
2018,Electricity Supplied (GWh),6788.06,SMOLENSK-1
2019,Reference Unit Power (MWe),925,SMOLENSK-1
2019,Annual Time Online (Hours),6673,SMOLENSK-1
2019,Electricity Supplied (GWh),6373.86,SMOLENSK-1
2020,Reference Unit Power (MWe),925,SMOLENSK-1
2020,Annual Time Online (Hours),6930,SMOLENSK-1
2020,Electricity Supplied (GWh),6155,SMOLENSK-1
2021,Reference Unit Power (MWe),925,SMOLENSK-1
2021,Annual Time Online (Hours),7736,SMOLENSK-1
2021,Electricity Supplied (GWh),7267.29,SMOLENSK-1
2022,Reference Unit Power (MWe),925,SMOLENSK-1
2022,Annual Time Online (Hours),7001,SMOLENSK-1
2022,Electricity Supplied (GWh),6594.48,SMOLENSK-1
2023,Reference Unit Power (MWe),925,SMOLENSK-1
2023,Annual Time Online (Hours),6153,SMOLENSK-1
2023,Electricity Supplied (GWh),5689.02,SMOLENSK-1
1985,Reference Unit Power (MWe),925,SMOLENSK-2
1985,Annual Time Online (Hours),4593,SMOLENSK-2
1985,Electricity Supplied (GWh),3623.94,SMOLENSK-2
1986,Reference Unit Power (MWe),925,SMOLENSK-2
1986,Annual Time Online (Hours),7442,SMOLENSK-2
1986,Electricity Supplied (GWh),6667.3,SMOLENSK-2
1987,Reference Unit Power (MWe),1000,SMOLENSK-2
1987,Annual Time Online (Hours),6707,SMOLENSK-2
1987,Electricity Supplied (GWh),6364.93,SMOLENSK-2
1988,Reference Unit Power (MWe),925,SMOLENSK-2
1988,Annual Time Online (Hours),7594,SMOLENSK-2
1988,Electricity Supplied (GWh),6757.16,SMOLENSK-2
1989,Reference Unit Power (MWe),925,SMOLENSK-2
1989,Annual Time Online (Hours),7336,SMOLENSK-2
1989,Electricity Supplied (GWh),6627.33,SMOLENSK-2
1990,Reference Unit Power (MWe),925,SMOLENSK-2
1990,Annual Time Online (Hours),7453,SMOLENSK-2
1990,Electricity Supplied (GWh),6710.59,SMOLENSK-2
1991,Reference Unit Power (MWe),925,SMOLENSK-2
1991,Annual Time Online (Hours),6495,SMOLENSK-2
1991,Electricity Supplied (GWh),5796.72,SMOLENSK-2
1992,Reference Unit Power (MWe),925,SMOLENSK-2
1992,Annual Time Online (Hours),7472,SMOLENSK-2
1992,Electricity Supplied (GWh),6731.61,SMOLENSK-2
1993,Reference Unit Power (MWe),925,SMOLENSK-2
1993,Annual Time Online (Hours),7492,SMOLENSK-2
1993,Electricity Supplied (GWh),6634.11,SMOLENSK-2
1994,Reference Unit Power (MWe),925,SMOLENSK-2
1994,Annual Time Online (Hours),7044,SMOLENSK-2
1994,Electricity Supplied (GWh),5259.83,SMOLENSK-2
1995,Reference Unit Power (MWe),925,SMOLENSK-2
1995,Annual Time Online (Hours),6738,SMOLENSK-2
1995,Electricity Supplied (GWh),5337.4,SMOLENSK-2
1996,Reference Unit Power (MWe),925,SMOLENSK-2
1996,Annual Time Online (Hours),7010,SMOLENSK-2
1996,Electricity Supplied (GWh),6127.71,SMOLENSK-2
1997,Reference Unit Power (MWe),925,SMOLENSK-2
1997,Annual Time Online (Hours),5642,SMOLENSK-2
1997,Electricity Supplied (GWh),4991.02,SMOLENSK-2
1998,Reference Unit Power (MWe),925,SMOLENSK-2
1998,Annual Time Online (Hours),6576,SMOLENSK-2
1998,Electricity Supplied (GWh),5297.02,SMOLENSK-2
1999,Reference Unit Power (MWe),925,SMOLENSK-2
1999,Annual Time Online (Hours),6090,SMOLENSK-2
1999,Electricity Supplied (GWh),5362.5,SMOLENSK-2
2000,Reference Unit Power (MWe),925,SMOLENSK-2
2000,Annual Time Online (Hours),7108,SMOLENSK-2
2000,Electricity Supplied (GWh),6566.15,SMOLENSK-2
2001,Reference Unit Power (MWe),925,SMOLENSK-2
2001,Annual Time Online (Hours),7537,SMOLENSK-2
2001,Electricity Supplied (GWh),6457.64,SMOLENSK-2
2002,Reference Unit Power (MWe),925,SMOLENSK-2
2002,Annual Time Online (Hours),3890,SMOLENSK-2
2002,Electricity Supplied (GWh),3431.09,SMOLENSK-2
2003,Reference Unit Power (MWe),925,SMOLENSK-2
2003,Annual Time Online (Hours),7734,SMOLENSK-2
2003,Electricity Supplied (GWh),6438.59,SMOLENSK-2
2004,Reference Unit Power (MWe),925,SMOLENSK-2
2004,Annual Time Online (Hours),8312,SMOLENSK-2
2004,Electricity Supplied (GWh),7480.14,SMOLENSK-2
2005,Reference Unit Power (MWe),925,SMOLENSK-2
2005,Annual Time Online (Hours),3734,SMOLENSK-2
2005,Electricity Supplied (GWh),3053.4,SMOLENSK-2
2006,Reference Unit Power (MWe),925,SMOLENSK-2
2006,Annual Time Online (Hours),8306,SMOLENSK-2
2006,Electricity Supplied (GWh),7623.87,SMOLENSK-2
2007,Reference Unit Power (MWe),925,SMOLENSK-2
2007,Annual Time Online (Hours),4878,SMOLENSK-2
2007,Electricity Supplied (GWh),4096.43,SMOLENSK-2
2008,Reference Unit Power (MWe),925,SMOLENSK-2
2008,Annual Time Online (Hours),7823,SMOLENSK-2
2008,Electricity Supplied (GWh),6718.76,SMOLENSK-2
2009,Reference Unit Power (MWe),925,SMOLENSK-2
2009,Annual Time Online (Hours),8279,SMOLENSK-2
2009,Electricity Supplied (GWh),7668.41,SMOLENSK-2
2010,Reference Unit Power (MWe),925,SMOLENSK-2
2010,Annual Time Online (Hours),7626,SMOLENSK-2
2010,Electricity Supplied (GWh),6651.23,SMOLENSK-2
2011,Reference Unit Power (MWe),925,SMOLENSK-2
2011,Annual Time Online (Hours),8314,SMOLENSK-2
2011,Electricity Supplied (GWh),7328.17,SMOLENSK-2
2012,Reference Unit Power (MWe),925,SMOLENSK-2
2012,Annual Time Online (Hours),7767,SMOLENSK-2
2012,Electricity Supplied (GWh),6802.21,SMOLENSK-2
2013,Reference Unit Power (MWe),925,SMOLENSK-2
2013,Annual Time Online (Hours),3045,SMOLENSK-2
2013,Electricity Supplied (GWh),2630.28,SMOLENSK-2
2014,Reference Unit Power (MWe),925,SMOLENSK-2
2014,Annual Time Online (Hours),8524,SMOLENSK-2
2014,Electricity Supplied (GWh),7821.17,SMOLENSK-2
2015,Reference Unit Power (MWe),925,SMOLENSK-2
2015,Annual Time Online (Hours),7809,SMOLENSK-2
2015,Electricity Supplied (GWh),7404.36,SMOLENSK-2
2016,Reference Unit Power (MWe),925,SMOLENSK-2
2016,Annual Time Online (Hours),7360,SMOLENSK-2
2016,Electricity Supplied (GWh),6910.57,SMOLENSK-2
2017,Reference Unit Power (MWe),925,SMOLENSK-2
2017,Annual Time Online (Hours),6734,SMOLENSK-2
2017,Electricity Supplied (GWh),6307,SMOLENSK-2
2018,Reference Unit Power (MWe),925,SMOLENSK-2
2018,Annual Time Online (Hours),7772,SMOLENSK-2
2018,Electricity Supplied (GWh),7352.87,SMOLENSK-2
2019,Reference Unit Power (MWe),925,SMOLENSK-2
2019,Annual Time Online (Hours),6573,SMOLENSK-2
2019,Electricity Supplied (GWh),5918.57,SMOLENSK-2
2020,Reference Unit Power (MWe),925,SMOLENSK-2
2020,Annual Time Online (Hours),7838,SMOLENSK-2
2020,Electricity Supplied (GWh),7313.92,SMOLENSK-2
2021,Reference Unit Power (MWe),925,SMOLENSK-2
2021,Annual Time Online (Hours),7444,SMOLENSK-2
2021,Electricity Supplied (GWh),6939.32,SMOLENSK-2
2022,Reference Unit Power (MWe),925,SMOLENSK-2
2022,Annual Time Online (Hours),7002,SMOLENSK-2
2022,Electricity Supplied (GWh),6641.85,SMOLENSK-2
2023,Reference Unit Power (MWe),925,SMOLENSK-2
2023,Annual Time Online (Hours),7709,SMOLENSK-2
2023,Electricity Supplied (GWh),7182.68,SMOLENSK-2
1990,Reference Unit Power (MWe),925,SMOLENSK-3
1990,Annual Time Online (Hours),6767,SMOLENSK-3
1990,Electricity Supplied (GWh),4570.76,SMOLENSK-3
1991,Reference Unit Power (MWe),925,SMOLENSK-3
1991,Annual Time Online (Hours),7338,SMOLENSK-3
1991,Electricity Supplied (GWh),6561.74,SMOLENSK-3
1992,Reference Unit Power (MWe),925,SMOLENSK-3
1992,Annual Time Online (Hours),7515,SMOLENSK-3
1992,Electricity Supplied (GWh),6866.56,SMOLENSK-3
1993,Reference Unit Power (MWe),925,SMOLENSK-3
1993,Annual Time Online (Hours),7419,SMOLENSK-3
1993,Electricity Supplied (GWh),6595.99,SMOLENSK-3
1994,Reference Unit Power (MWe),925,SMOLENSK-3
1994,Annual Time Online (Hours),6701,SMOLENSK-3
1994,Electricity Supplied (GWh),5513.66,SMOLENSK-3
1995,Reference Unit Power (MWe),925,SMOLENSK-3
1995,Annual Time Online (Hours),5844,SMOLENSK-3
1995,Electricity Supplied (GWh),5090.97,SMOLENSK-3
1996,Reference Unit Power (MWe),925,SMOLENSK-3
1996,Annual Time Online (Hours),7268,SMOLENSK-3
1996,Electricity Supplied (GWh),6496.64,SMOLENSK-3
1997,Reference Unit Power (MWe),925,SMOLENSK-3
1997,Annual Time Online (Hours),6469,SMOLENSK-3
1997,Electricity Supplied (GWh),5559.27,SMOLENSK-3
1998,Reference Unit Power (MWe),925,SMOLENSK-3
1998,Annual Time Online (Hours),6162,SMOLENSK-3
1998,Electricity Supplied (GWh),4575.89,SMOLENSK-3
1999,Reference Unit Power (MWe),925,SMOLENSK-3
1999,Annual Time Online (Hours),7063,SMOLENSK-3
1999,Electricity Supplied (GWh),6410.98,SMOLENSK-3
2000,Reference Unit Power (MWe),925,SMOLENSK-3
2000,Annual Time Online (Hours),7542,SMOLENSK-3
2000,Electricity Supplied (GWh),6970.48,SMOLENSK-3
2001,Reference Unit Power (MWe),925,SMOLENSK-3
2001,Annual Time Online (Hours),7823,SMOLENSK-3
2001,Electricity Supplied (GWh),6951.72,SMOLENSK-3
2002,Reference Unit Power (MWe),925,SMOLENSK-3
2002,Annual Time Online (Hours),7831,SMOLENSK-3
2002,Electricity Supplied (GWh),7204.9,SMOLENSK-3
2003,Reference Unit Power (MWe),925,SMOLENSK-3
2003,Annual Time Online (Hours),7697,SMOLENSK-3
2003,Electricity Supplied (GWh),7038.23,SMOLENSK-3
2004,Reference Unit Power (MWe),925,SMOLENSK-3
2004,Annual Time Online (Hours),7765,SMOLENSK-3
2004,Electricity Supplied (GWh),7085.74,SMOLENSK-3
2005,Reference Unit Power (MWe),925,SMOLENSK-3
2005,Annual Time Online (Hours),8192,SMOLENSK-3
2005,Electricity Supplied (GWh),7303.68,SMOLENSK-3
2006,Reference Unit Power (MWe),925,SMOLENSK-3
2006,Annual Time Online (Hours),5631,SMOLENSK-3
2006,Electricity Supplied (GWh),4942.96,SMOLENSK-3
2007,Reference Unit Power (MWe),925,SMOLENSK-3
2007,Annual Time Online (Hours),8247,SMOLENSK-3
2007,Electricity Supplied (GWh),7566.25,SMOLENSK-3
2008,Reference Unit Power (MWe),925,SMOLENSK-3
2008,Annual Time Online (Hours),5396,SMOLENSK-3
2008,Electricity Supplied (GWh),5093.44,SMOLENSK-3
2009,Reference Unit Power (MWe),925,SMOLENSK-3
2009,Annual Time Online (Hours),6706,SMOLENSK-3
2009,Electricity Supplied (GWh),6082.98,SMOLENSK-3
2010,Reference Unit Power (MWe),925,SMOLENSK-3
2010,Annual Time Online (Hours),8233,SMOLENSK-3
2010,Electricity Supplied (GWh),7738.82,SMOLENSK-3
2011,Reference Unit Power (MWe),925,SMOLENSK-3
2011,Annual Time Online (Hours),6579,SMOLENSK-3
2011,Electricity Supplied (GWh),6241.79,SMOLENSK-3
2012,Reference Unit Power (MWe),925,SMOLENSK-3
2012,Annual Time Online (Hours),6279,SMOLENSK-3
2012,Electricity Supplied (GWh),5845.23,SMOLENSK-3
2013,Reference Unit Power (MWe),925,SMOLENSK-3
2013,Annual Time Online (Hours),8471,SMOLENSK-3
2013,Electricity Supplied (GWh),7942.17,SMOLENSK-3
2014,Reference Unit Power (MWe),925,SMOLENSK-3
2014,Annual Time Online (Hours),7219,SMOLENSK-3
2014,Electricity Supplied (GWh),6894.49,SMOLENSK-3
2015,Reference Unit Power (MWe),925,SMOLENSK-3
2015,Annual Time Online (Hours),8364,SMOLENSK-3
2015,Electricity Supplied (GWh),8079.91,SMOLENSK-3
2016,Reference Unit Power (MWe),925,SMOLENSK-3
2016,Annual Time Online (Hours),7352,SMOLENSK-3
2016,Electricity Supplied (GWh),7116.59,SMOLENSK-3
2017,Reference Unit Power (MWe),925,SMOLENSK-3
2017,Annual Time Online (Hours),8266,SMOLENSK-3
2017,Electricity Supplied (GWh),7946.26,SMOLENSK-3
2018,Reference Unit Power (MWe),925,SMOLENSK-3
2018,Annual Time Online (Hours),3601,SMOLENSK-3
2018,Electricity Supplied (GWh),3494.62,SMOLENSK-3
2019,Reference Unit Power (MWe),925,SMOLENSK-3
2019,Annual Time Online (Hours),6723,SMOLENSK-3
2019,Electricity Supplied (GWh),6207.98,SMOLENSK-3
2020,Reference Unit Power (MWe),925,SMOLENSK-3
2020,Annual Time Online (Hours),7624,SMOLENSK-3
2020,Electricity Supplied (GWh),6927.47,SMOLENSK-3
2021,Reference Unit Power (MWe),925,SMOLENSK-3
2021,Annual Time Online (Hours),7418,SMOLENSK-3
2021,Electricity Supplied (GWh),7044.34,SMOLENSK-3
2022,Reference Unit Power (MWe),925,SMOLENSK-3
2022,Annual Time Online (Hours),6991,SMOLENSK-3
2022,Electricity Supplied (GWh),6464.67,SMOLENSK-3
2023,Reference Unit Power (MWe),925,SMOLENSK-3
2023,Annual Time Online (Hours),7776,SMOLENSK-3
2023,Electricity Supplied (GWh),7227.81,SMOLENSK-3
2001,Reference Unit Power (MWe),NA,ROSTOV-1
2001,Annual Time Online (Hours),NA,ROSTOV-1
2001,Electricity Supplied (GWh),NA,ROSTOV-1
2002,Reference Unit Power (MWe),950,ROSTOV-1
2002,Annual Time Online (Hours),7543,ROSTOV-1
2002,Electricity Supplied (GWh),7176.18,ROSTOV-1
2003,Reference Unit Power (MWe),950,ROSTOV-1
2003,Annual Time Online (Hours),7154,ROSTOV-1
2003,Electricity Supplied (GWh),6973.93,ROSTOV-1
2004,Reference Unit Power (MWe),950,ROSTOV-1
2004,Annual Time Online (Hours),7766,ROSTOV-1
2004,Electricity Supplied (GWh),7439.31,ROSTOV-1
2005,Reference Unit Power (MWe),950,ROSTOV-1
2005,Annual Time Online (Hours),7628,ROSTOV-1
2005,Electricity Supplied (GWh),7232.86,ROSTOV-1
